Name,# First name,# Last name
גוילי,0,5
גוך,0,0
גולברי,0,0
גולד,0,2
גולדבך,0,0
גולדבלט,0,11
גולדבליט,0,1
גולדברג,0,13
גולדברגר,0,5
גולדברגרפרי,0,1
גולדה,0,0
גולדהורן,0,3
גולדהמר,0,1
גולדהר,0,0
גולדווג,0,0
גולדוין,0,1
גולדוני,0,0
גולדי,0,0
גולדין,0,5
גולדינג,0,0
גולדליין,1,0
גולדמן,0,9
גולדנברג,0,16
גולדנצויג,0,2
גולדנר,0,0
גולדס,0,0
גולדפרב,0,6
גולדצויג,0,1
גולדצק,0,0
גולדקורן,0,2
גולדרט,0,0
גולדרייך,0,1
גולדשטיין,0,25
גולדשטין,0,2
גולדשלגר,0,1
גולדשמיד,0,2
גולדשמידט,0,2
גולוב,0,1
גולומב,0,1
גוליה,1,0
גולנזר,0,3
גולני,0,9
גולסוורתי,0,0
גולסטני,0,1
גולצקי,0,1
גולשה,0,1
גומאנה,2,0
גומז,0,0
גומזיאקוב,0,1
גומיד,0,0
גומלסקי,0,1
גון,0,1
גונאר,0,0
גונול,0,0
גונזלו,0,0
גונטמכר,0,1
גונטר,0,1
גוני,2,0
גונס,0,0
גונסון,0,0
גוסטאבו,0,0
גוסטב,0,0
גוסטבו,0,4
גופמן,0,3
גופר,0,1
גוקסל,0,0
גוראל,0,0
גוראן,0,0
גורבי,0,0
גורביץ,0,8
גורביץ',0,0
גורבנגולי,0,0
גורבץ,0,1
גורבצ'וב,0,0
גורבצוב,0,0
גורג,1,0
גורגט,0,0
גורדון,0,8
גורדימר,0,0
גורדין,0,2
גורה,0,3
גורודיסקי,0,3
גורודנה,0,0
גורודסקי,0,1
גורודצקי,0,1
גורטלר,0,1
גורי,0,8
גוריאו,0,0
גוריון,0,0
גורל,0,2
גורלי,0,2
גורליק,0,1
גורמן,0,0
גורנו,0,1
גורני,0,1
גורסקי,0,2
גורפינקל,0,0
גורק,0,1
גורקי,0,0
גושן,0,8
גותי,0,1
גותיקוס,0,0
גז,0,2
גזאווי,0,1
גזאוי,0,3
גזאלה,0,1
גזיב,0,1
גזייל,0,1
גזית,0,8
גזמאוי,0,1
גטיניו,0,2
גי,0,0
גיאו,0,0
גיאורגי,0,0
גיאטסו,0,0
גיאת,0,4
גיב,0,2
גיבור,0,0
גיבלי,0,0
גיבסון,0,0
גיבריל,0,0
גיגי,0,7
גידי,2,0
גידעונין,0,1
גיום,0,0
גיז,0,2
גיזל,2,0
גיט,0,4
גיטה,0,0
גיטלין,0,0
גיטליץ,0,1
גיטלמן,0,1
גיטר,0,0
גיי,2,0
גייגר,0,1
גיידא,1,0
גייזלר,0,7
גיימן,0,1
גיימס,0,0
גייפמן,0,0
גייר,0,3
גיירוד,0,0
גילאור,0,0
גילאל,0,0
גילבר,2,0
גילברט,0,0
גילדר,0,1
גילו,2,0
גילון,0,0
גילי,17,0
גיליאם,0,0
גילית,0,0
גילספי,0,0
גילעד,4,0
גילר,0,2
גילרופ,0,0
גימי,0,0
גינדי,0,2
גינדס,0,1
גינו,2,0
גינוסר,0,0
גינור,0,2
גינזבורג,0,1
גינטר,0,0
גינסבורג,0,2
גינסברג,0,0
גינצבורג,0,1
גינצברג,0,0
גינר,0,2
גיסין,0,2
גיסיס,0,0
גיסמר,0,3
גיספן,0,1
גיצה,0,4
גיצלטר,0,8
גירון,0,0
גירייס,2,0
גיריס,0,4
גירמה,0,0
גיתאי,0,0
גיתי,1,0
גיתית,8,0
גכמן,0,2
גלאובר,0,0
גלאור,0,7
גלאי,0,1
גלאל,6,0
גלאם,0,1
גלבוע,0,16
גלבר,0,0
גלברד,0,3
גלברט,0,2
גלגולה,0,1
גלדיס,0,0
גלובוס,0,0
גלובינסקי,0,2
גלוזמן,0,5
גלומב,0,0
גלוסקא,0,6
גלוסקה,0,3
גלוקשטד,0,1
גלור,0,2
גלוריה,0,0
גלזמן,0,0
גלזנר,0,2
גלזר,0,9
גלי,62,0
גליאנוס,0,0
גלידר,0,1
גליה,11,0
גליזר,0,1
גלייטמן,0,1
גליל,1,0
גלילה,0,0
גלילי,0,14
גלינה,2,0
גלינקא,0,2
גליצנשטיין,0,0
גליצקי,0,1
גליק,0,13
גליקו,0,2
גליקל,0,0
גליקמן,0,3
גליקס,0,1
גליקשטיין,0,0
גלית,49,0
גלם,0,1
גלמן,0,9
גלן,0,0
גלנטי,0,3
גלנץ,0,1
גלס,0,19
גלסברג,0,3
גלעדה,0,0
גלעדי,0,13
גלעם,0,0
גלפז,0,0
גלפנבויים,0,1
גלפר,0,0
גלפרין,0,1
גלר,0,1
גלרון,0,0
גלרט,0,2
גלריוס,0,0
גלרשטיין,0,1
גמזו,0,2
גמינטרן,0,0
גמצי,0,0
גמר,0,3
גמרסני,0,2
גן,0,1
גנאדי,1,0
גנאיים,0,1
גנאים,0,12
גנאמה,0,2
גנבאטר,0,0
גנדור,0,2
גנדי,0,0
גנדלמן,0,2
גנדן,0,0
גנון,0,6
גנור,0,1
גנות,0,17
גנזבורג,0,1
גנזיה,0,1
גנטוס,0,7
גניאל,0,0
גניהר,0,1
גניים,0,1
גנים,0,2
גניש,0,2
גנית,0,0
גנן,0,1
גנס,0,2
גנסין,0,2
גנץ,0,5
גנצ'רסקי,0,5
גסאר,0,2
גסטון,0,0
גסטפרוינד,0,1
גסיקה,0,0
גסלר,0,2
גסר,0,1
געש,0,0
געתון,0,0
גפטרי,0,1
גפני,0,19
גפר,0,1
גפריס,0,0
גץ,0,1
גקסון,0,1
גראהם,0,0
גראוס,0,0
גראופן,0,2
גראור,0,4
גראיסי,0,2
גראפי,0,0
גראץ',0,1
גראציאני,0,0
גרבאן,0,1
גרבוז,0,0
גרבוני,0,1
גרבי,0,3
גרביץ,0,1
גרבל,0,2
גרבר,0,3
גרד,0,1
גרדשטיין,0,0
גרהאם,0,0
גרהרד,0,0
גרובס,0,2
גרובר,0,3
גרובשטיין,0,1
גרודברג,0,0
גרוטס,0,1
גרולד,5,0
גרומן,0,1
גרון,0,6
גרונברג,0,0
גרונדלנ,0,0
גרונדלנד,0,0
גרונדמן,0,0
גרונדשטיין,0,1
גרוניך,0,1
גרונר,0,0
גרוס,0,42
גרוסבוים,0,1
גרוסברג,0,3
גרוסמן,0,16
גרוסקופף,0,0
גרופי,0,1
גרופר,0,0
גרוש,0,0
גרושקביץ,0,1
גרזוזי,0,2
גרזון,0,0
גרטה,0,0
גרטלר,0,1
גרטנר,0,4
גרטרוד,0,0
גריבי,0,1
גריבלדי,0,0
גריג,0,0
גריגול,0,0
גריגורי,2,0
גרידיש,0,1
גריזפס,0,1
גרייב,0,7
גרייבסקי,0,1
גריידי,0,6
גריים,0,0
גריינג'ר,0,0
גריינינג,0,0
גרייפנר,0,1
גריל,0,1
גרימברג,0,4
גרימלנד,0,1
גרין,0,14
גרינבאום,0,5
גרינבוים,0,11
גרינבלט,0,1
גרינבר,0,2
גרינברג,0,17
גרינברגר,0,1
גרינגר,0,2
גרינהויז,0,0
גרינולד,0,1
גרינמן,0,1
גרינפילד,0,0
גרינפלד,0,6
גרינצוייג,0,0
גרינר,0,1
גרינשטיין,0,3
גרינשפ,0,0
גרינשפן,0,2
גריסום,0,0
גריסרו,0,2
גריסריו,0,0
גריפין,0,0
גריפינדור,0,0
גריפית',0,0
גריצוטה,0,0
גריקו,0,1
גרמה,0,2
גרמן,1,0
גרמניקוס,0,0
גרנאי,0,1
גרנדין,0,0
גרנות,0,15
גרנט,0,0
גרנית,0,2
גרנס,0,2
גרסטל,0,0
גרסיאלה,0,1
גרסיה,0,0
גרעין,0,0
גרף,0,4
גרפי,0,1
גרפינקל,0,0
גרץ,0,1
גרציאני,0,0
גרציה,1,0
גרציקוב,0,1
גרשגורן,0,3
גרשווין,0,0
גרשום,0,0
גרשוני,0,11
גרשט,0,5
גרשטיין,0,2
גרשטנבליט,0,1
גשרי,0,4
גת,0,5
גתה,0,0
"ד""ר",2,0
דא,0,0
דאבוש,0,1
דאג,0,0
דאגלס,0,0
דאגר,0,1
דאהוד,0,4
דאובר,0,1
דאום,0,3
דאוקליון,0,0
דאושו,0,0
דאי,0,5
דאיין,0,0
דאלדה,0,0
דאלי,0,0
דאליה,2,0
דאמוני,0,1
דאנדי,0,0
דאניאל,0,1
דאקוורת,0,0
דאר,0,0
דאר א-סלאם,0,0
דארה,0,0
דארי,0,2
דארן,0,0
דארת',0,0
דבוז'אק,0,0
דבוס,0,3
דבור,0,1
דבוראק,0,0
דבורי,0,1
דבורין,0,2
דבורקין,0,0
דבוש,0,1
דבח,0,1
דבי,0,1
דביאת,0,1
דביסי,0,0
דבירה,3,0
דבירי,0,0
דבל,0,1
דבלינגר,0,1
דברא,0,1
דבראשוילי,0,1
דברה,0,0
דברת,0,3
דבש,0,5
דג'ש,0,1
דגון,0,1
דגני,0,14
דגניה,0,0
דגנית,6,0
דדאלוס,0,0
דדבקש,0,1
דדו,0,1
דדון,0,11
דדוש,0,5
דדי,1,0
דדיה,0,10
דדשב,0,1
דה,0,1
דהאמשה,0,3
דהאן,0,15
דהארי,0,0
דהוד,0,4
דהן,0,22
דהרי,0,1
דו,0,0
דואהדה,0,1
דואל,0,4
דואני,0,4
דואניס,0,1
דואק,0,4
דואר,0,1
דוב,2,0
דובדבן,0,0
דובדבני,0,2
דובה,0,0
דובואה,0,0
דובין,0,1
דובינסקי,0,2
דובל'ה,0,0
דובנוב,0,0
דובער,0,0
דובצ'ק,0,0
דובקין,0,0
דובר,0,10
דוברוביצקי,0,0
דוברונובסקי,0,1
דוגה,0,3
דוגין,0,1
דוגית,0,0
דודו,4,0
דודוביץ,0,1
דודי,5,0
דודסון,0,2
דודקביץ,0,0
דוויאן,0,0
דווייט,0,0
דווין,0,0
דוויק,0,5
דויד,5,0
דוידאי,0,1
דוידה,0,0
דוידוביץ,0,9
דוידוביץ',0,0
דוידוף,0,2
דוידזון,0,0
דוידי,0,7
דוידיאן,0,2
דוידסון,0,4
דוידסקו,0,1
דויטש,0,15
דויטשר,0,2
דוכניאן,0,0
דוכס,0,0
דולי,2,0
דוליטל,0,0
דולינגר,0,3
דולפין,1,0
דומארס,0,0
דומב,0,2
דומברוביץ,0,0
דומיין,0,1
דומיניק,1,0
דומן,0,1
דומניץ,0,0
דון,0,0
דונאיביץ',0,2
דונגי,0,2
דוניה,0,0
דונין,0,1
דונכין,0,3
דונלד,0,0
דונקל,0,0
דונר,0,3
דונש,0,0
דוסא,0,0
דוסטאר,0,1
דוסטויבסקי,0,0
דוסטרה,0,2
דוסקליוק,0,1
דועא,1,0
דוק,0,1
דוקאן,1,0
דוקאקיס,0,0
דוקינס,0,0
דוראל,0,0
דוראן,0,0
דוראר,2,0
דורה,0,3
דורו,0,4
דורונה,0,0
דורות,0,0
דורותי,0,0
דורותיאה,0,0
דורי,2,0
דוריאל,0,0
דורין,0,0
דורינה,1,0
דוריס,1,0
דורל,2,0
דורני,0,1
דורנר,0,1
דורסט,0,1
דורסמן,0,0
דורפברגר,0,1
דורפמן,0,3
דורפן,0,1
דורקהיים,0,0
דושניצקי,0,2
דזה,0,0
דזמונד,0,0
דחבש,0,1
דחדולה,0,2
דחוח,0,1
דחלאן,0,0
דחלה,0,12
די,0,0
דיאא,2,0
דיאון,0,1
דיאמונד,0,1
דיאמנט,0,6
דיאן,1,0
דיאנה,6,0
דיבה,0,2
דיבנר,0,0
דיגמי,0,0
דידי,0,6
דידיוס,0,0
דידרו,0,0
דיה,0,0
דיואני,0,2
דיויד,1,0
דיומא,0,0
דיוקלטיאנוס,0,0
דיור,0,0
דיורנד,0,0
דיזי,0,0
דיזנגוף,0,0
דיטריך,0,0
דייב,0,0
דייבי,0,0
דייגו,0,0
דייגי,0,4
דייווי,0,0
דייוויד,0,0
דייויד,0,0
דייויס,0,1
דייזי,0,0
דייטון,0,0
דיילי,0,0
דיימונד,0,0
דיימלר,0,0
דיין,0,31
דיינים,0,2
דייפאללה,1,0
דיכטר,0,1
דיל,0,2
דיליאן,0,1
דילמה,0,0
דילן,0,0
דימה,0,0
דימיטאר,0,0
דימיטרי,2,0
דינאי,0,2
דינארה,0,0
דינה,14,0
דינו,0,0
דינובצקי,0,3
דינור,0,1
דיניץ,0,0
דינס,0,1
דינצ'י,0,0
דינציס,0,2
דינר,0,2
דינרי,0,3
דינרמן,0,1
דיס,0,0
דיסטניק,0,1
דיסני,0,3
דיסנצ'יק,0,1
דיסקין,0,5
דיצה,0,0
דיק,0,1
דיקלה,8,0
דיקמן,0,1
דיקסון,0,0
דיקסטרה,0,0
דיקשטיין,0,0
דירק,0,0
דישון,0,0
דיתה,0,0
דכואר,0,10
דכוור,0,7
דכור,0,1
דל,0,2
דלאי,0,0
דלאל,0,3
דלאנו,0,0
דלאשה,0,10
דלג'ו,0,0
דלה,0,2
דלוגין,0,0
דלויה,0,3
דלומי,0,1
דלז,0,0
דליה,16,0
דליהו,0,0
דליות,0,3
דליטה,0,0
דלילה,1,0
דלית,16,0
דלל,0,6
דללי,0,1
דלמן,0,1
דם,0,1
דמארי,0,12
דמביץ,0,1
דמול,0,1
דמוסתנס,0,0
דמוקריטוס,0,0
דמטריוס,0,0
דמי,0,0
דמיאן,0,0
דמיאניוק,0,0
דמיטרי,5,0
דמנד,0,2
דמרי,0,5
דמתי,0,4
דנ,0,0
דנאי,0,4
דנאל,0,0
דנג,0,0
דנגור,0,1
דנוך,0,2
דנון,0,1
דנוס,0,1
דנוש,0,0
דנזל,0,0
דנט,0,0
דנטה,0,0
דניאלה,16,0
דניאלי,0,3
דניה,1,0
דניזלי,0,0
דנילו,1,0
דנין,0,2
דנינו,0,3
דניס,0,0
דניקן,0,0
דנית,3,0
דנן,0,3
דננברג,0,1
דנציגר,0,1
דנקנר,0,0
דסברג,0,2
דסטין,0,0
דסי,0,0
דסקין,0,0
דסקל,0,2
דעאס,0,6
דעואל,0,1
דעים,0,2
דעקה,0,1
דפדי,0,0
דפר,0,0
דקדוקי,0,1
דקה,0,6
דקו,0,0
דקואר,0,6
דקיוס,0,0
דקלה,11,0
דקלון,0,0
דקמוש,0,0
דקס,0,1
דקר,0,10
דר',0,0
דראי,0,2
דראל,0,2
דראקו,0,0
דראר,3,0
דרבאשי,0,1
דרבקין,0,2
דרגאם,0,2
דרדיק,0,2
דרו,0,0
דרוויש,0,1
דרום,0,2
דרוסוס,0,0
דרוקמן,0,3
דרוקר,0,7
דרורה,4,0
דרורי,0,16
דרורית,0,0
דרזדן,0,0
דרזי,0,3
דרזנין,0,2
דרזנר,0,2
דרחי,0,1
דרי,0,4
דריבין,0,0
דרידה,0,0
דריה,1,0
דרייפוס,0,2
דרייק,0,0
דריל,0,0
דריס,0,1
דריקס,0,0
דרך,0,1
דרלאן,0,0
דרמן,0,1
דרמר,0,2
דרנס,0,2
דרעי,0,8
דרק,0,0
דרקסל,0,0
דרש,0,1
דרשן,0,2
דת,0,2
דתיה,0,0
דתן,0,0
האגר,0,1
האגריד,0,0
האדי,0,1
האדיה,0,1
האו,0,0
האוול,0,0
האוורד,0,0
האוזמן,0,2
האוזנר,0,3
האוסירר,0,2
האופטמן,0,0
האזרחי,0,1
האיל,5,0
האלה,8,0
האלי,0,0
האם,0,0
האמסון,0,0
האמפרי,0,0
האן,0,2
האנא,0,0
האנט,0,0
האס,0,1
האפט,0,0
האפמן,0,0
האק,0,0
האקסלי,0,0
הארדי,0,0
הארווארד,0,0
הארווי,0,0
הארי,1,0
הארייט,0,0
האריס,0,0
האריסון,0,0
האשול,0,1
הבדן,0,0
הבט,2,0
הבלין,0,1
הבסבורג,0,0
הבר,0,2
הברמן,0,2
הגרה,0,0
הדדי,0,2
הדורם,0,0
הדיה,0,1
הדני,0,2
הדסה,6,0
הדסון,0,0
הדסי,0,2
הדרה,1,0
הדרי,0,10
הדריאנוס,0,0
הו,0,0
הוארי,0,2
הואש,0,2
הובר,0,0
הוברט,0,0
הוברמן,0,6
הוגו,0,0
הודא,3,0
הודיה,2,0
הווא,0,0
הווארד,0,0
הווארי,0,3
הוז,0,0
הוזיאס,0,0
הויזליך,0,1
הויזמן,0,2
הוך,0,0
הוכברג,0,1
הוכמן,0,4
הוכפלד,0,0
הולגר,0,0
הולדן,0,0
הולדנגרבר,0,1
הולדשטיין,0,1
הולט,0,1
הוליץ,0,0
הולנברג,0,1
הולנדר,0,4
הולץ,0,1
הולצמן,0,1
הולצר,0,4
הולקומב,0,0
הומבולדט,0,0
הומינר,0,4
הומרוס,0,0
הון,0,0
הוס,0,1
הוסרל,0,0
הופה,0,0
הופטמן,0,5
הופמן,0,6
הופן,0,1
הופקינס,0,0
הופר,0,1
הופרט,0,2
הוקינג,0,0
הוקינס,0,0
הוראס,0,0
הורביץ,0,16
הורדוס,0,0
הורוביץ,0,21
הורטון,0,0
הורטי,0,0
הוריישו,0,0
הורן,1,0
הורני,0,0
הורניק,0,2
הורנשטיי,0,1
הורנשטיין,0,5
הורסט,0,0
הורסקי,0,0
הורקנוס,0,0
הושע,0,0
הושעיה,0,0
הות'ורן,0,0
הזאע,1,0
הזן,0,1
היאה,1,0
היבה,1,0
היבי,0,2
היבל,0,1
היבלום,0,0
היג'א,0,2
הידטושי,0,0
הידקי,0,0
היו,2,0
היולט,0,0
היועץ,0,1
היטלר,0,0
הייב,0,8
הייד,0,0
היידגר,0,0
היידנסטם,0,0
הייזה,0,0
הייזנברג,0,0
הייל,0,0
היילברון,0,0
היילה,0,0
היילי,0,0
היים,0,1
היימן,0,9
היימנס,0,2
היינה,0,1
היינליין,0,0
היינץ,0,0
היינר,0,0
היינריך,0,1
הייסטינגס,0,0
הייפרמן,0,1
הייק,0,1
היירם,0,0
היכל,0,3
הילאי,0,0
הילארי,0,0
הילברטס,0,0
הילי,1,0
הילית,1,0
הילל,0,0
הילרי,0,0
הימאם,0,2
הימלר,0,0
הימן,0,2
הינדה,0,0
היני,0,1
היפר,0,0
היצקוק,0,0
היקרי,0,1
הירוהיטו,0,0
הירונימוס,0,0
הירש,0,17
הירשברג,0,1
הירשזון,0,0
הירשמן,0,3
הירשפלד,0,4
הישאם,16,0
הישראלי,0,4
הית',0,0
היתאם,2,0
היתם,9,0
הך,0,0
הכהן,0,17
הכט,0,1
הכסטר,0,1
הל,0,0
הלאל,2,0
הלברשטם,0,5
הלגה,0,0
הלד,0,1
הלדנברג,0,1
הלוי,0,20
הלון,0,3
הלחמי,0,8
הליבני,0,1
הלין,2,0
הלית,1,0
הללי,0,1
הלם,0,1
הלמאיי,0,0
הלמוט,0,0
הלמן,0,0
הלן,1,0
הלנה,5,0
הלנס,0,0
הלפגוט,0,2
הלפטר,0,1
הלפמן,0,0
הלפנד,0,0
הלפר,0,2
הלפרין,0,9
הלר,0,15
הלרייך,0,1
המאירי,0,3
המבורגר,0,1
המדינה,0,0
המינגווי,0,0
המכס,0,4
המלי,0,1
המן,0,0
המפל,0,2
המפרי,0,0
המר,0,6
הנא,2,0
הנגבי,0,1
הנדי,0,1
הנדין,0,1
הנדל,0,2
הנדלזלץ,0,0
הנדריק,0,0
הנדריקס,0,0
הנדרסון,0,0
הנדשר,0,0
הנו,0,1
הנטר,0,0
הניג,0,2
הניה,1,0
הנס,0,0
הנסן,0,0
הנפלד,0,0
הנקוק,0,0
הנר,0,2
הנרי,2,0
הנרייטה,0,0
הנריק,2,0
הנתיבים,0,0
הס,0,11
הסוהר,0,2
הסיודוס,0,0
הספרי,0,0
העצני,0,4
הפייסטוס,0,0
הפלפאף,0,0
הפלר,0,2
הפניקס,1,0
הפנר,0,1
הפרנס,0,0
הצפון,0,2
הק,0,0
הקו,0,0
הקטור,0,0
הקיני,0,1
הקמן,0,1
הקר,0,4
הקרי,0,1
הקש,0,1
הר,0,0
הראבן,0,0
הראובני,0,0
הראלה,7,0
הראלי,0,1
הראש,0,1
הרבון,0,1
הרבט,0,5
הרבי,0,0
הרברט,0,0
הרגיל,0,1
הרדוף,0,0
הרדי,0,3
הרדינג,0,0
הרדל,0,1
הרדסט,0,0
הרה,0,0
הרואה,0,1
הרווי,1,0
הרולד,1,0
הרון,0,0
הרוש,0,9
הרטבי,0,1
הרטה,0,0
הרטוב,0,0
הרטום,0,0
הרטל,0,3
הרטמאיר,0,0
הרטמן,0,2
הרי,0,0
הרייש,0,2
הריס,0,3
הריש,0,1
הרכבי,0,2
הרם,0,2
הרמיוני,0,0
הרמלך,0,1
הרמן,0,10
הרמתי,0,4
הרנן,0,0
הרסון,0,0
הרפז,0,19
הרץ,0,3
הרצברג,0,3
הרצוג,0,7
הרציג,0,4
הרצל,13,0
הרצליה,0,0
הרצליך,0,1
הרצפלד,0,0
הרצקה,0,0
הרר,0,2
הררי,0,18
הררית,0,0
הרשביין,0,1
הרשושנים,0,1
הרשל'ה,0,0
הרשליקוביץ,0,1
הרשק,0,0
הרשקו,0,1
הרשקוביץ,0,25
השוחי,0,0
התרינגטון,0,0
התרסי,0,0
ואאל,4,0
ואגו,0,0
ואחיד,0,0
ואיל,10,0
ואירה,0,0
ואישטוון,0,0
ואכד,0,4
ואכים,0,3
ואל,0,0
ואלא,2,0
ואלאס,0,0
ואלדיס,0,0
ואליד,1,0
ואלקוט,0,0
ואלרי,0,0
ואנונו,0,2
ואסים,4,0
ואסל,0,4
ואסקו,0,0
ואפי,3,0
ואקיל,0,0
ואקים,0,0
ואראס,0,2
ואש,0,1
ואשינגטון,0,0
ואתורי,0,2
ובר,0,3
וג'די,4,0
וג'יח,1,0
וגאס,0,0
וגדי,12,0
וגדני,0,2
וגה,0,0
וגורדון,0,0
וגיה,1,0
וגיף,1,0
וגמן,0,0
וגנר,0,11
וגשל,0,1
ודים,1,0
ודעי,0,1
ודרין,0,0
והב,0,1
והבי,0,3
והייב,2,0
והנפלד,0,0
וואאל,1,0
וואיל,1,0
וואלאס,0,0
וואלס,0,0
וואלפגאנג,0,0
וואנו,0,3
וובר,0,1
ווג'די,3,0
ווגדן,0,1
ווגסטף,0,0
ווד,0,0
וודוורד,0,0
וודי,0,0
וודס,0,0
וודרו,0,0
ווהב,0,2
ווהבה,0,0
ווטן,1,0
וויינברגר,0,2
ווייסלב,0,0
ווייצמן,0,3
וויל,0,0
ווילדורף,0,1
וויליאם,0,0
ווילסון,0,0
ווימבלדון,0,0
ווינברג,0,0
ווינסטאן,0,0
ווינר,0,1
וויס,0,6
וויסלב,0,0
וויצ'ך,0,0
וויצגן,0,1
וויצמן,0,1
וויק,0,0
ווירשובסקי,0,0
ווכטל,0,0
וולאדימיר,0,0
וולאס,0,0
וולבדכט,0,2
וולדיגר,0,0
וולדנר,0,0
וולדרידג',0,0
וולובלסקי,0,1
וולוס,0,0
וולושין,0,1
וולטר,0,0
ווליד,1,0
וולינסקי,0,1
וולך,0,1
וולנד,0,0
וולנובסקי,0,2
וולנר,0,0
וולנרמן,0,6
וולסטון,0,0
וולסטונקראפט,0,0
וולסיוק,0,0
וולף,0,13
וולפא,0,0
וולפגור,0,0
וולפגנג,0,0
וולפונה,0,0
וולפוס,0,2
וולפילר,0,1
וולפיש,0,1
וולפסון,0,6
וולפש,0,0
וולצקי,0,1
וולק,0,1
וולקוב,0,1
וולר,0,1
וולש,0,0
וונדט,0,0
וונדר,0,0
וונונו,0,3
ווס,0,0
ווסטפריד,0,1
ווסים,12,0
ווסר,0,1
וופא,2,0
וופי,0,0
ווצ'סלב,2,0
ווק,0,0
ווקנין,0,1
ווקס,0,0
ווקסלר,0,1
וורוביוב,0,1
וורן,0,0
וורצל,0,1
וותד,0,2
וז'אן,0,0
וזאנה,0,1
וזה,0,0
וזינה,0,3
וחד,0,1
וחדי,0,3
וחיד,4,0
וחניש,0,4
וטשטיין,0,2
ויאסר,0,0
ויאצ'סלב,0,0
ויבר,0,0
ויגו,0,0
ויגודה,0,0
ויגוצקי,0,0
ויגלמן,0,1
ויגלר,0,3
וידאל,0,2
וידבסקי,0,1
וידוצ'ינסקי,0,3
וידל,0,2
וידנה,0,3
וידקון,0,0
וידר,0,2
וידרמן,0,0
ויה,0,0
ויוויאן,0,0
ויוי,1,0
ויויאן,0,0
ויונטה,0,0
ויור,0,1
ויזי,0,0
ויזל,0,4
ויזלטיר,0,0
ויזלי,0,0
ויזן,0,1
ויזנברג,0,1
ויזר,0,1
ויטאל,0,0
ויטגנשטיין,0,0
ויטולד,2,0
ויטוריו,0,0
ויטל,1,0
ויטליה,1,0
ויטליוס,0,0
ויטמן,0,1
ויטנברג,0,2
ויטני,0,0
ויטנר,0,2
ויטרוביוס,0,0
ויטריו,1,0
וייג,0,1
ויידנפלד,0,0
ויידס,0,0
וייזל,0,6
וייזר,0,1
וייט,0,0
וייל,0,3
ויימן,0,2
ויין,0,0
ויינברג,0,2
ויינברגר,0,1
ויינטרוב,0,1
ויינר,0,5
ויינראוב,0,0
ויינרייך,0,1
ויינרמן,0,1
ויינשטוק,0,0
ויינשטיין,0,6
וייס,0,43
וייסבן,0,1
וייסברג,0,1
וייסגלס,0,0
וייסטוך,1,0
וייסלב,0,0
וייסמן,0,4
וייצן,0,1
וייק,2,0
ויל,0,0
וילבושביץ,0,0
וילוז'ני,0,2
וילי,1,0
ויליאם,2,0
ויליאמס,0,0
ויליס,0,0
ויליקובסקי,0,0
וילם,0,0
וילמן,0,1
וילנסקי,0,3
וילנקו,0,2
וילנר,0,3
וילצ'יק,0,1
וים,0,0
וימר,0,3
וין,0,0
וינבאום,0,2
וינבוים,0,2
וינבך,0,0
וינברג,0,11
וינברגר,0,6
וינגייט,0,0
וינדזור,0,0
וינדר,0,8
וינוגרד,0,5
וינוגרדו,1,0
וינונה,0,0
וינוס,2,0
וינטר,0,1
וינינגר,0,1
ויניצקי,0,5
ויניק,0,3
וינמן,0,1
וינס,0,1
וינסטון,0,0
וינסנט,0,0
וינציגסטר,0,1
וינצקי,0,2
וינצר,0,1
וינקלר,0,4
וינר,0,3
וינראוך,0,2
וינרוט,0,5
וינריב,0,1
וינרמן,0,1
וינשטוק,0,5
וינשטיין,0,3
ויס,0,5
ויסבאום,0,1
ויסבוך,0,2
ויסבורד,0,0
ויסבלום,0,1
ויסבלט,0,1
ויסברוד,0,2
ויסגלס,0,3
ויסוואנתן,0,0
ויסולי,0,1
ויסמונסקי,0,0
ויסמן,0,21
ויסנביק,0,0
ויסנטה,0,0
ויספלד,0,2
ויסקונטי,0,0
ויסקינד,0,2
ויץ,0,2
ויצ'לבסקי,0,1
ויצמן,0,16
ויקטור,17,0
ויקטוריה,2,0
ויקי,1,0
ויקמן,0,1
וירג'ינה,2,0
וירג'יניה,0,0
וירזנסקי,0,0
וירניק,0,3
וירשובסקי,0,0
וישוואנתן,0,0
וישינסקי,0,3
וישנגרד,0,2
וישניצקי,0,1
ויתקון,0,1
ויתקין,0,1
וכילה,0,3
וכמן,0,1
וכס,0,0
ולאדימיר,9,0
ולאדיס,0,0
ולד,0,0
ולדאס,0,0
ולדה,1,0
ולדו,0,0
ולדימיר,4,0
ולדינגר,0,1
ולדיסלב,0,0
ולדמן,0,7
ולדפוגל,0,0
ולהאוזן,0,0
ולואה,0,0
ולט,0,0
ולטמן,0,1
ולטר,0,0
ולי,0,0
וליד,26,0
וליקובסקי,0,0
ולירו,0,1
ולך,0,1
ולנטיין,0,0
ולנטינה,2,0
ולנטינו,0,0
ולנטיניאנוס,0,0
ולנר,0,7
ולסטון,0,0
ולסטן,0,0
ולקומיר,0,1
ולר,0,3
ולרי,0,2
ולרשטיין,0,2
ומאיה,0,0
ומיד,1,0
ון,0,0
ונביל,0,0
ונגלניק,0,1
ונגר,0,0
ונדרליי,0,0
ונטורה,0,2
וניג,0,1
וניצ'קה,0,0
ונסן,0,0
ונקטרמן,0,0
וסאם,8,0
וסטריס,0,0
וסטשניידר,0,2
וסילי,0,0
וסלין,0,0
וסקר,0,2
וסר,0,1
